course_id,instractor_name,instractor_id,instractor_order,instractor_rating,instractor_reviews,instractor_students,instractor_courses_count
2567312,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
1907934,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3848374,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
1434726,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1644068,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1420956,365 Careers,365careers,1,4.6,"488,011","1,670,274",77
1420956,365 Careers Team,365-careers-team,2,4.6,"488,011","1,670,274",77
3617438,Enterprise DNA,sam-mckay-14,1,4.5,811,"31,781",6
3617438,Sam McKay,sam-mckay-5,2,4.5,811,"31,781",6
3617438,Antriksh Sharma,antriksh-sharma-14,3,4.5,811,"31,781",6
1032196,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2750236,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,717",21
3263726,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4315732,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
975916,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3812638,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
640100,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
1802334,Fervent #LearnWithDistinction,fervent-digital,1,4.6,"3,622","19,057",9
1802334,Support from Fervent,support-from-fervent,2,4.6,"3,622","19,057",9
2582160,in28Minutes Official,in28minutes,1,4.5,"188,689","826,074",49
2451640,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3495448,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,717",21
4131524,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4049558,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1080376,Kain Ramsay,kainramsay,1,4.6,"140,046","566,079",31
1080376,The Academy of Modern Applied Psychology,achology-ltd,2,4.6,"140,046","566,079",31
3496886,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
1007766,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1992360,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
426760,365 Careers,365careers,1,4.6,"488,011","1,670,274",77
2668194,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2668194,Giles McMullen-Klein,gilesmcmullen,2,4.6,"488,011","1,669,703",77
1953990,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1092354,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1641530,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1362816,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1553500,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1694840,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,717",21
2581436,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1221564,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1064950,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1405632,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
3904604,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1523470,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
4280656,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3432872,Start-Tech Academy,start-tech-academy,1,4.4,"58,262","1,366,046",43
3519626,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,717",21
739390,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
3653900,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2506932,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
756832,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
757122,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
466736,Gregory Caremans - Brain Academy,gregorycaremans,1,4.6,"75,594","395,930",15
3369858,365 Careers,365careers,1,4.6,"488,011","1,670,274",77
3369858,Ken Jee,ken-jee,2,4.6,"488,011","1,670,274",77
1995514,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
924216,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1106804,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2449152,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,718",21
3937300,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
4277778,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4174010,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
3004620,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2511956,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
2511956,Teja Rayala,teja-rayala,2,4.4,"8,685","219,178",15
2782632,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,717",21
3877202,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3450012,David Morris,893dacf4-9c18-47ff-ae6a-407d67c2f792,1,4.6,"6,774","39,542",5
4385154,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
2182258,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
1469700,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1135322,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1128636,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2842220,Warp 9 Training,tj-addams,1,4.5,"4,699","39,180",9
2783752,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2783752,"Ivan Kitov, CFA",ivan-angelov-kitov,2,4.6,"488,011","1,669,703",77
1202988,Chris Haroun,chris-haroun,1,4.5,"179,514","1,145,018",67
836842,Gregory Caremans - Brain Academy,gregorycaremans,1,4.6,"75,594","396,016",15
1352548,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
648826,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
3568329,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
3161622,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
116286,George Ingersoll,georgeingersoll,1,4.7,"3,900","28,533",1
4146562,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
654832,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4037974,Hassan Osman,hassanosman,1,4.5,"66,836","181,242",7
4064176,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
4064176,Tina Huang,tina-huang-50,2,4.6,"488,011","1,669,703",77
1302522,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2171320,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2171320,Edu Fancy,edufancy,2,4.6,"488,011","1,669,703",77
1420678,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4239988,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
4109016,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4378054,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
629302,Tim Buchalka,timbuchalka,1,4.5,"278,153","1,069,609",12
629302,Jean-Paul Roberts,jeanpaulroberts,2,4.5,"278,153","1,069,609",12
629302,Tim Buchalka's Learn Programming Academy,learn-programming-academy,3,4.5,"278,153","1,069,609",12
468172,Ian Littlejohn,ianlittlejohn2,1,4.6,"46,024","141,912",17
3004976,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2489750,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
1948462,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
2782656,Ehab Mesallum,ehab-mesallum,1,4.7,"6,995","52,717",21
1398116,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
1398116,Itversity Support,itversity-support,2,4.4,"8,685","219,178",15
1570206,Maven Analytics,maven-analytics,1,4.6,"205,969","609,593",26
1570206,Chris Dutton,chrisdutton3,2,4.6,"205,969","609,593",26
1570206,Aaron Parry,aaron-parry,3,4.6,"205,969","609,593",26
4109370,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4069742,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1587302,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
591752,Md Mohan Uddin,mdmohanuddin,1,3.9,"1,300","30,527",8
2926258,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
1568506,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1436164,Samara Wenten,samara-wenten,1,4.5,"14,126","37,704",1
2423598,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2423598,365 Iliya,iliya-valchanov,2,4.6,"488,011","1,669,703",77
1017204,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4261156,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1389568,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2021504,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1146226,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1613970,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3995150,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1995192,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1778502,Dr. Angela Yu,4b4368a3-b5c8-4529-aa65-2056ec31f37e,1,4.7,"368,682","1,123,265",8
653942,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1208634,Manuel Lorenz,manuel-lorenz,1,4.7,"75,166","741,598",8
1208634,Academind by Maximilian Schwarzmüller,academind,2,4.7,"75,166","741,598",8
1208634,Maximilian Schwarzmüller,maximilian-schwarzmuller,3,4.7,"75,166","741,598",8
2327564,Langpill - Learn English,scottmendoza,1,4.6,"8,623","174,344",7
653944,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2268370,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2268370,Erich Ratzat,erichleonardoratzat,2,4.6,"488,011","1,669,703",77
1008166,Anthony Kelleher,anthony845,1,4.7,"50,772","454,203",9
3350284,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2113914,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1820442,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1555808,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1526882,Logus Online,logus,1,4.5,"15,001","67,442",4
1280884,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1032204,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
851712,Jonas Schmedtmann,jonasschmedtmann,1,4.7,"260,171","1,220,300",5
4192668,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1107900,9 to 12,mrharony,1,4.5,"2,647","16,407",5
766390,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2464120,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1151106,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
3143396,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
1697200,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3611734,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
1306368,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2862248,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2586608,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
529424,Financial Courses,gennarocuofano,1,4.4,"2,481","31,413",4
4389882,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1409536,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3428726,"Dr. Ryan Ahmed, Ph.D., MBA",ryan-ahmed,1,4.5,"24,305","271,902",35
3428726,Ligency I Team,superdatascience-team,2,4.5,"24,305","271,902",35
3428726,Mitchell Bouchard,mitchell-bouchard-2,3,4.5,"24,305","271,902",35
940038,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1110388,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2072360,Mohsen Hassan,mohsen-hassan-2,1,4.6,"84,495","245,751",11
2072360,Ilyass Tabiai,ilyass-tabiai-3,2,4.6,"84,495","245,751",11
2072360,bloom team,mtg-team,3,4.6,"84,495","245,751",11
1189280,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2995888,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2995888,"Ivan Kitov, CFA",ivan-angelov-kitov,2,4.6,"488,011","1,669,703",77
1485968,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
1485968,Itversity Support,itversity-support,2,4.4,"8,685","219,178",15
4047200,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4376166,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
651780,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1313514,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1500106,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
4401148,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2076630,Mohsen Hassan,mohsen-hassan-2,1,4.6,"84,495","245,647",11
2076630,bloom team,mtg-team,2,4.6,"84,495","245,647",11
1893222,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
1893222,Itversity Support,itversity-support,2,4.4,"8,685","219,178",15
966236,S D Academy,147c6ed8-3152-46c2-9502-edfbc7d7d90d,1,4.2,290,797,1
2451586,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4237890,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
3605624,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3475640,John Rampton,johnrampton,1,4.3,"12,965","22,114",1
2592900,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1178070,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
950390,Kirill Eremenko,kirilleremenko,1,4.6,"535,363","1,970,460",53
950390,Hadelin de Ponteves,hadelin-de-ponteves,2,4.6,"535,363","1,970,460",53
950390,Ligency I Team,superdatascience-team,3,4.6,"535,363","1,970,460",53
950390,SuperDataScience Support,superdatascience-support,4,4.6,"535,363","1,970,460",53
950390,Ligency Team,ligency-team,5,4.6,"535,363","1,970,460",53
4381580,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4384142,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1007240,Kirill Eremenko,kirilleremenko,1,4.6,"535,364","1,969,963",53
1007240,Ligency I Team,superdatascience-team,2,4.6,"535,364","1,969,963",53
1007240,Ligency Team,ligency-team,3,4.6,"535,364","1,969,963",53
1238720,Sandeep Kumar ­,sandeepkumar1,1,4.5,"38,486","188,625",31
854500,Luke Priddy,alto-ray,1,4.6,"26,416","108,507",13
965832,365 Careers,365careers,1,4.6,"488,011","1,670,274",77
2073198,For Your English,kallan-anderson,1,4.6,"8,291","50,692",4
2451482,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2095410,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
1995190,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2283598,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
4131918,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3491750,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2642234,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
2265622,Phillip Burton,aquaviola,1,4.5,"61,885","392,419",48
3570337,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
4107742,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1607348,Seçkin Esen,seckin-esen,1,4.6,"17,645","151,396",14
1607348,Akın Demir,akin-demir,2,4.6,"17,645","151,396",14
1713660,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2206792,Lindsay Marsh,lindsay-marsh,1,4.7,"59,330","223,316",17
1166534,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4189532,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1986208,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
887812,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2718798,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1117752,Grant Gamble,grantgamble,1,4.5,"5,563","66,960",14
2204636,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
1626812,Nick Walter,nicholaswalter2,1,4.6,"51,281","251,124",40
1626812,Mohammad Azam,mohammad-azam-2,2,4.6,"51,281","251,124",40
1184226,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1594564,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3879074,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4231438,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2230098,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
4011242,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1135712,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
4182170,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3695770,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
2423588,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2423588,365 Iliya,iliya-valchanov,2,4.6,"488,011","1,669,703",77
2423588,Carlos Eduardo López Ferrer,carlos-eduardo-lopez-ferrer,3,4.6,"488,011","1,669,703",77
914466,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1749826,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1017200,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1793828,Stephen Grider,sgslo,1,4.7,"336,240","935,271",30
4069432,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
946654,Hassan Osman,hassanosman,1,4.5,"66,836","181,242",7
2672780,Umair Bhatti,umair-bhatti-8,1,4.1,54,234,1
4237712,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
257992,MyExcelOnline John Michaloudis,john2373,1,4.5,"5,454","93,057",12
257992,Bryan Hong,bryan-h-27,2,4.5,"5,454","93,057",12
835946,Michal Juhas,michal-juhas,1,4.2,"1,241","29,601",6
891848,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
2763848,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2763848,大橋 亮太,da-qiao-liang-tai,2,4.6,"488,011","1,669,703",77
1903722,Chris Levy,chrislevy5,1,4.5,"2,253","24,756",5
1618618,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4094264,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2045310,Mark Winterbottom,mark-winterbottom,1,4.6,"10,193","45,121",5
2045310,Brooke Rutherford,brooke-rutherford-3,2,4.6,"10,193","45,121",5
396204,"Chad Neuman, Ph.D.",chadneuman,1,4.4,"26,613","523,877",15
4132086,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1532040,Patrick Dang,patrickdang,1,4.5,"41,224","124,822",8
1288044,Mohsen Hassan,mohsen-hassan-2,1,4.6,"84,495","245,751",11
1288044,bloom team,mtg-team,2,4.6,"84,495","245,751",11
2670044,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2729528,Hassan Osman,hassanosman,1,4.5,"66,836","181,242",7
3559873,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4158690,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
4129174,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2348438,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2382343,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
653754,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1917428,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
1864390,Lindsay Marsh,lindsay-marsh,1,4.7,"59,330","223,209",17
1864390,Jeremy Deighan,jeremydeighan,2,4.7,"59,330","223,209",17
4369760,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2284042,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
3299236,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2229422,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3526950,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1722468,Richard Chesterwood,richard-chesterwood,1,4.7,"12,202","83,493",4
1722468,Virtual Pair Programmers,virtual-pair-programmers,2,4.7,"12,202","83,493",4
2508692,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,843",314
1068948,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
3638520,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
4410590,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3999680,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
940034,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1079870,Huthaifa Omar,huthaifaomar,1,4.4,"1,189","28,660",2
3299672,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3697848,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2542519,Mohsen Hassan,mohsen-hassan-2,1,4.6,"84,495","245,647",11
2542519,bloom team,mtg-team,2,4.6,"84,495","245,647",11
383414,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2650252,365 Careers,365careers,1,4.6,"488,011","1,670,274",77
3987052,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1710882,Mohammad Azam,mohammad-azam-2,1,4.5,"9,226","60,098",37
1447304,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
2652470,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2423594,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
2423594,365 Iliya,iliya-valchanov,2,4.6,"488,011","1,669,703",77
2423594,Ramon Tanoeiro de Oliveira Souza,ramon-tanoeiro-de-oliveira-souza,3,4.6,"488,011","1,669,703",77
1332278,Mumshad Mannambeth,mumshad-mannambeth,1,4.6,"166,821","497,556",16
1332278,KodeKloud Training,kodekloud,2,4.6,"166,821","497,556",16
1166562,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
4219344,Data Is Good Academy,data-is-good-2,1,4.5,"4,681","227,323",24
4377940,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1653432,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
3529020,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3828844,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
3029274,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
1228490,Nick H,nick-h-6,1,4.7,"4,020","15,124",1
3124166,Mohsen Hassan,mohsen-hassan-2,1,4.6,"84,495","245,647",11
3124166,bloom team,mtg-team,2,4.6,"84,495","245,647",11
2443208,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3004350,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3862390,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
3399936,365 Careers,365careers,1,4.6,"488,011","1,669,703",77
3399936,Danielle Thé,danielle-the,2,4.6,"488,011","1,669,703",77
1406380,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
625204,Colt Steele,coltsteele,1,4.7,"357,644","1,130,631",16
4242194,Durga Viswanatha Raju Gadiraju,it-versity,1,4.4,"8,685","219,178",15
3400298,Bluelime Learning Solutions,javascript-academy,1,4.1,"29,027","693,808",314
